text,code,label
"convert the zip of range `(1, 5)` and range `(7, 11)` into a dictionary","dict(zip(list(range(1, 5)), list(range(7, 11))))",2
case insensitive string comparison between `string1` and `string2`,(string1.lower() == string2.lower()),6
case insensitive string comparison between `first` and `second`,(first.lower() == second.lower()),6
case insensitive comparison between strings `first` and `second`,(first.upper() == second.upper()),6
remove multiple values from a list `my_list` at the same time with index starting at `2` and ending just before `6`.,del my_list[2:6],4
match regex pattern 'TAA(?:[ATGC]{3})+?TAA' on string `seq`,"re.findall('TAA(?:[ATGC]{3})+?TAA', seq)",5
sort a set `s` by numerical value,"sorted(s, key=float)",5
convert an int 65 to hex string,hex(65),1
Get a list of tuples with multiple iterators using list comprehension,"[(i, j) for i in range(1, 3) for j in range(1, 5)]",5
reverse sort items in dictionary `mydict` by value,"sorted(iter(mydict.items()), key=itemgetter(1), reverse=True)",5
"check if string ""substring"" is in string",string.find('substring'),0
Sorting while preserving order in python,"sorted(enumerate(a), key=lambda x: x[1])",5
create a list containing all values associated with key 'baz' in dictionaries of list `foos` using list comprehension,[y['baz'] for x in foos for y in x['bar']],5
Get all indexes of a list `a` where each value is greater than `2`,[i for i in range(len(a)) if a[i] > 2],5
lambda function that adds two operands,"lambda x, y: x + y",0
count the number of items in a generator/iterator `it`,sum(1 for i in it),0
get tuples of the corresponding elements from lists `lst` and `lst2`,"[(x, lst2[i]) for i, x in enumerate(lst)]",5
create tuples containing elements that are at the same index of list `lst` and list `lst2`,"[(i, j) for i, j in zip(lst, lst2)]",5
get tuples from lists `lst` and `lst2` using list comprehension in python 2,"[(lst[i], lst2[i]) for i in range(len(lst))]",5
"Check if 3 is not in a list [2, 3, 4]","(3 not in [2, 3, 4])",6
"Check if tuple (2, 3) is not in a list [(2, 3), (5, 6), (9, 1)]","((2, 3) not in [(2, 3), (5, 6), (9, 1)])",6
"Check if tuple (2, 3) is not in a list [(2, 7), (7, 3), ""hi""]","((2, 3) not in [(2, 7), (7, 3), 'hi'])",6
"Check if 3 is not in the list [4,5,6]","(3 not in [4, 5, 6])",6
create a list by appending components from list `a` and reversed list `b` interchangeably,"[value for pair in zip(a, b[::-1]) for value in pair]",5
find the mean of elements in list `l`,sum(l) / float(len(l)),0
Find all the items from a dictionary `D` if the key contains the string `Light`,"[(k, v) for k, v in D.items() if 'Light' in k]",5
strip the string `.txt` from anywhere in the string `Boat.txt.txt`,"""""""Boat.txt.txt"""""".replace('.txt', '')",1
create a list of all unique characters in string 'aaabcabccd',""""""""""""".join(list(OrderedDict.fromkeys('aaabcabccd').keys()))",1
get list of all unique characters in a string 'aaabcabccd',list(set('aaabcabccd')),5
List of all unique characters in a string?,""""""""""""".join(set('aaabcabccd'))",1
"check if  dictionary `d` contains all keys in list `['somekey', 'someotherkey', 'somekeyggg']`","all(word in d for word in ['somekey', 'someotherkey', 'somekeyggg'])",6
sort list `xs` based on the length of its elements,"(sorted(xs, key=len))",5
sort list of strings `xs` by the length of string,xs.sort(key=lambda s: len(s)),4
get all combination of n binary values,"lst = list(itertools.product([0, 1], repeat=n))",5
get all combination of n binary values,"lst = map(list, itertools.product([0, 1], repeat=n))",5
get all combination of 3 binary values,"bin = [0, 1]\n[(x, y, z) for x in bin for y in bin for z in bin]",5
get all combination of 3 binary values,"lst = list(itertools.product([0, 1], repeat=3))",5
convert nested list 'Cards' into a flat list,[a for c in Cards for b in c for a in b],5
create a list containing keys of dictionary `d` and sort it alphabetically,"sorted(d, key=d.get)",5
print the number of occurences of not `none` in a list `lst` in Python 2,(len([x for x in lst if x is not None])),0
remove duplicates from list `myset`,mynewlist = list(myset),5
"get unique values from the list `['a', 'b', 'c', 'd']`","set(['a', 'b', 'c', 'd'])",3
get every thing after last `/`,"url.rsplit('/', 1)",5
get everything after last slash in a url stored in variable 'url',"url.rsplit('/', 1)[-1]",1
create a list with the characters of a string `5+6`,list('5+6'),5
convert dictionary `dict` into a flat list,([y for x in list(dict.items()) for y in x]),5
Convert a dictionary `dict` into a list with key and values as list items.,[y for x in list(dict.items()) for y in x],5
create a flat dictionary by summing values associated with similar keys in each dictionary of list `dictlist`,"dict((key, sum(d[key] for d in dictList)) for key in dictList[0])",2
Converting string lists `s` to float list,floats = [float(x) for x in s.split()],5
Converting string lists `s` to float list,"floats = map(float, s.split())",5
check if string `one` exists in the values of dictionary `d`,'one' in list(d.values()),6
Check if value 'one' is among the values of dictionary `d`,'one' in iter(d.values()),6
create a dictionary using two lists`x` and `y`,"dict(zip(x, y))",2
sort a list of dictionaries `a` by dictionary values in descending order,"sorted(a, key=lambda i: list(i.values())[0], reverse=True)",5
sorting a list of dictionary `a` by values in descending order,"sorted(a, key=dict.values, reverse=True)",5
"for a dictionary `a`, set default value for key `somekey` as list and append value `bob`  in that key","a.setdefault('somekey', []).append('bob')",4
sum values in list of dictionaries `example_list` with key 'gold',sum(item['gold'] for item in example_list),0
get a sum of all values from key `gold` in a list of dictionary `example_list`,sum([item['gold'] for item in example_list]),0
Get all the values in key `gold` summed from a list of dictionary `myLIst`,sum(item['gold'] for item in myLIst),0
retrieve an element from a set `s` without removing it,e = next(iter(s)),8
"check if 3 is inside list `[1, 2, 3]`","3 in [1, 2, 3]",6
Represent DateTime object '10/05/2012' with format '%d/%m/%Y' into format '%Y-%m-%d',"datetime.datetime.strptime('10/05/2012', '%d/%m/%Y').strftime('%Y-%m-%d')",1
convert a string literal `s` with values `\\` to raw string literal,"s = s.replace('\\', '\\\\')",1
sort a multidimensional array `a` by column with index 1,"sorted(a, key=lambda x: x[1])",5
"split string `s` to list conversion by ','","[x.strip() for x in s.split(',')]",5
Get multiple matched strings using regex pattern `(?:review: )?(http://url.com/(\\d+))\\s?`,"pattern = re.compile('(?:review: )?(http://url.com/(\\d+))\\s?', re.IGNORECASE)",1
get a list of the keys in each dictionary in a dictionary of dictionaries `foo`,[k for d in list(foo.values()) for k in d],5
sort list `a` in ascending order based on its elements' float values,"a = sorted(a, key=lambda x: float(x))",5
finding words in string `s` after keyword 'name',"re.search('name (.*)', s)",4
Get all the second values from a list of lists `A`,[row[1] for row in A],5
"sort list `['10', '3', '2']` in ascending order based on the integer value of its elements","sorted(['10', '3', '2'], key=int)",5
check if any element of list `substring_list` are in string `string`,any(substring in string for substring in substring_list),6
find and replace 2nd occurrence of word 'cat' by 'Bull' in a sentence 's',"re.sub('^((?:(?!cat).)*cat(?:(?!cat).)*)cat', '\\1Bull', s)",1
find and replace 2nd occurrence of word 'cat' by 'Bull' in a sentence 's',"re.sub('^((.*?cat.*?){1})cat', '\\1Bull', s)",1
sort list of strings in list `the_list` by integer suffix,"sorted(the_list, key=lambda k: int(k.split('_')[1]))",5
"sort list of strings `the_list` by integer suffix before ""_""","sorted(the_list, key=lambda x: int(x.split('_')[1]))",5
make a list of lists in which each list `g` are the elements from list `test` which have the same characters up to the first `_` character,"[list(g) for _, g in itertools.groupby(test, lambda x: x.split('_')[0])]",5
How to group similar items in a list?,"[list(g) for _, g in itertools.groupby(test, lambda x: x.partition('_')[0])]",5
"using python's datetime module, get the year that utc-11 is currently in",(datetime.datetime.utcnow() - datetime.timedelta(hours=11)).year,0
"Get the difference between two lists `[1, 2, 2, 2, 3]` and `[1, 2]` that may have duplicate values","Counter([1, 2, 2, 2, 3]) - Counter([1, 2])",5
remove tags from a string `mystring`,"re.sub('<[^>]*>', '', mystring)",1
delete an item `thing` in a list `some_list` if it exists,cleaned_list = [x for x in some_list if x is not thing],5
append 4 to list `foo`,foo.append(4),4
"append a list [8, 7] to list `foo`","foo.append([8, 7])",4
insert 77 to index 2 of list `x`,"x.insert(2, 77)",4
concatenate lists `listone` and `listtwo`,(listone + listtwo),5
print backslash,('\\'),1
"print '[1, 2, 3]'","('[%s, %s, %s]' % (1, 2, 3))",1
Display `1 2 3` as a list of string,"('[{0}, {1}, {2}]'.format(1, 2, 3))",1
get values from a dictionary `my_dict` whose key contains the string `Date`,"[v for k, v in list(my_dict.items()) if 'Date' in k]",5
Python date string formatting,"""""""{0.month}/{0.day}/{0.year}"""""".format(my_date)",1
"combine two dictionaries `d ` and `d1`, concatenate string values with identical `keys`","dict((k, d.get(k, '') + d1.get(k, '')) for k in keys)",2
generate unique equal hash for equal dictionaries `a` and `b`,hash(pformat(a)) == hash(pformat(b)),6
"convert nested list of lists `[['tom', 'cat'], ['jerry', 'mouse'], ['spark', 'dog']]` into a list of tuples","list(map(tuple, [['tom', 'cat'], ['jerry', 'mouse'], ['spark', 'dog']]))",5
change string `s` to upper case,s.upper(),1
split a string `s` by ';' and convert to a dictionary,dict(item.split('=') for item in s.split(';')),2
Get a string with string formatting from dictionary `d`,""""""", """""".join(['{}_{}'.format(k, v) for k, v in d.items()])",1
"Sum of sums of each list, in a list of lists named 'lists'.",sum(sum(x) for x in lists),0
check if all elements in list `mylist` are the same,len(set(mylist)) == 1,6
split a string `s` at line breaks `\r\n`,"[map(int, x.split('\t')) for x in s.rstrip().split('\r\n')]",5
sort a dictionary `a` by values that are list type,"t = sorted(list(a.items()), key=lambda x: x[1])",5
insert string `string1` after each character of `string2`,"string2.replace('', string1)[len(string1):-len(string1)]",1
getting every possible combination of two elements in a list,"list(itertools.combinations([1, 2, 3, 4, 5, 6], 2))",5
get a utf-8 string literal representation of byte string `x`,"""""""x = {}"""""".format(x.decode('utf8')).encode('utf8')",1
check if `x` is an integer,"isinstance(x, int)",6
check if `x` is an integer,(type(x) == int),6
create a list containing the `n` next values of generator `it`,[next(it) for _ in range(n)],5
get list of n next values of a generator `it`,"list(itertools.islice(it, 0, n, 1))",5
compare two lists in python `a` and `b` and return matches,set(a).intersection(b),3
How can I compare two lists in python and return matches,"[i for i, j in zip(a, b) if i == j]",5
convert list `data` into a string of its elements,"(''.join(map(str, data)))",1
match regex pattern '\\$[0-9]+[^\\$]*$' on string '$1 off delicious $5 ham.',"re.match('\\$[0-9]+[^\\$]*$', '$1 off delicious $5 ham.')",4
a sequence of empty lists of length `n`,[[] for _ in range(n)],5
Print a dictionary `{'user': {'name': 'Markus'}}` with string formatting,"""""""Hello {user[name]}"""""".format(**{'user': {'name': 'Markus'}})",1
create a dictionary `list_dict` containing each tuple in list `tuple_list` as values and the tuple's first element as the corresponding key,list_dict = {t[0]: t for t in tuple_list},2
Generate a random integer between 0 and 9,"randint(0, 9)",0
Generate a random integer between `a` and `b`,"random.randint(a, b)",0
Generate random integers between 0 and 9,"((random.randint(0, 9)))",0
reverse a string `a` by 2 characters at a time,""""""""""""".join(reversed([a[i:i + 2] for i in range(0, len(a), 2)]))",1
"check if the third element of all the lists in a list ""items"" is equal to zero.",any(item[2] == 0 for item in items),6
Find all the lists from a lists of list 'items' if third element in all sub-lists is '0',[x for x in items if x[2] == 0],5
sort dictionary of dictionaries `dic` according to the key 'Fisher',"sorted(list(dic.items()), key=lambda x: x[1]['Fisher'], reverse=True)",5
extract digits in a simple way from a python string,"map(int, re.findall('\\d+', s))",5
get value of first index of each element in list `a`,[x[0] for x in a],5
python how to get every first element in 2 dimensional list `a`,[i[0] for i in a],5
remove line breaks from string `textblock` using regex,"re.sub('(?<=[a-z])\\r?\\n', ' ', textblock)",1
"test if either of strings `a` or `b` are members of the set of strings, `['b', 'a', 'foo', 'bar']`","set(['a', 'b']).issubset(['b', 'a', 'foo', 'bar'])",6
"Check if all the values in a list `['a', 'b']` are present in another list `['b', 'a', 'foo', 'bar']`","all(x in ['b', 'a', 'foo', 'bar'] for x in ['a', 'b'])",6
"Remove characters ""!@#$"" from a string `line`","line.translate(None, '!@#$')",1
"Remove characters ""!@#$"" from a string `line`","line = re.sub('[!@#$]', '', line)",1
"Remove string ""1"" from string `string`","string.replace('1', '')",1
Remove character `char` from a string `a`,"a = a.replace(char, '')",1
Remove characters in `b` from a string `a`,"a = a.replace(char, '')",1
"store integer 3, 4, 1 and 2 in a list","[3, 4, 1, 2]",5
insert spaces before capital letters in string `text`,"re.sub('([a-z](?=[A-Z])|[A-Z](?=[A-Z][a-z]))', '\\1 ', text)",1
print unicode string `ex\xe1mple` in uppercase,('ex\xe1mple'.upper()),1
get last element of string splitted by '\\' from list of strings `list_dirs`,[l.split('\\')[-1] for l in list_dirs],5
combine two sequences into a dictionary,"dict(zip(keys, values))",2
customize the time format in python logging,formatter = logging.Formatter('%(asctime)s;%(levelname)s;%(message)s'),1
Replace comma with dot in a string `original_string` using regex,"new_string = re.sub('""(\\d+),(\\d+)""', '\\1.\\2', original_string)",1
remove multiple spaces in a string `foo`,""""""" """""".join(foo.split())",1
convert decimal 8 to a list of its binary values,list('{0:0b}'.format(8)),5
convert decimal integer 8 to a list of its binary values as elements,[int(x) for x in list('{0:0b}'.format(8))],5
convert decimal `8` to binary list,[int(x) for x in bin(8)[2:]],5
get key-value pairs in dictionary `my_dictionary` for all keys in list `my_list` in the order they appear in `my_list`,"dict(zip(my_list, map(my_dictionary.get, my_list)))",2
format current date to pattern '{%Y-%m-%d %H:%M:%S}',time.strftime('{%Y-%m-%d %H:%M:%S}'),1
"sort list `['14:10:01', '03:12:08']`","sorted(['14:10:01', '03:12:08'])",5
"find all occurrences of regex pattern '(?:\\w+(?:\\s+\\w+)*,\\s)+(?:\\w+(?:\\s\\w+)*)' in string `x`","re.findall('(?:\\w+(?:\\s+\\w+)*,\\s)+(?:\\w+(?:\\s\\w+)*)', x)",5
sort dictionary `dictionary` in ascending order by its values,"sorted(list(dictionary.items()), key=operator.itemgetter(1))",5
Iterate over dictionary `d` in ascending order of values,"sorted(iter(d.items()), key=lambda x: x[1])",5
"iterate over a python dictionary, ordered by values","sorted(list(dictionary.items()), key=lambda x: x[1])",5
"Get the zip output as list from the lists `[1, 2, 3]`, `[4, 5, 6]`, `[7, 8, 9]`","[list(a) for a in zip([1, 2, 3], [4, 5, 6], [7, 8, 9])]",5
repeat every character for 7 times in string 'map',""""""""""""".join(map(lambda x: x * 7, 'map'))",1
evaluate the expression '20<30',eval('20<30'),6
Copy list `old_list` and name it `new_list`,new_list = [x[:] for x in old_list],5
convert scientific notation of variable `a` to decimal,"""""""{:.50f}"""""".format(float(a[0] / a[1]))",1
count the number of True values associated with key 'success' in dictionary `d`,sum(1 if d['success'] else 0 for d in s),0
get the sum of values associated with the key ‘success’ for a list of dictionaries `s`,sum(d['success'] for d in s),0
get logical xor of `a` and `b`,(bool(a) != bool(b)),6
get logical xor of `a` and `b`,((a and (not b)) or ((not a) and b)),6
get logical xor of `a` and `b`,(bool(a) ^ bool(b)),6
get logical xor of `a` and `b`,"xor(bool(a), bool(b))",6
get the logical xor of two variables `str1` and `str2`,return (bool(str1) ^ bool(str2)),6
Sort list `my_list` in alphabetical order based on the values associated with key 'name' of each dictionary in the list,my_list.sort(key=operator.itemgetter('name')),4
"split a string `a , b; cdf`  using both commas and semicolons as delimeters","re.split('\\s*,\\s*|\\s*;\\s*', 'a , b; cdf')",5
"Split a string `string` by multiple separators `,` and `;`","[t.strip() for s in string.split(',') for t in s.split(';')]",5
make a function `f` that calculates the sum of two integer variables `x` and `y`,"f = lambda x, y: x + y",0
convert bytes string `s`  to an unsigned integer,"struct.unpack('>q', s)[0]",0
"best way to extract subset of key-value pairs with keys matching 'l', 'm', or 'n' from python dictionary object","{k: bigdict[k] for k in list(bigdict.keys()) & {'l', 'm', 'n'}}",2
"extract subset of key-value pairs with keys as `('l', 'm', 'n')` from dictionary object `bigdict`","dict((k, bigdict[k]) for k in ('l', 'm', 'n'))",2
"Get items from a dictionary `bigdict` where the keys are present in `('l', 'm', 'n')`","{k: bigdict.get(k, None) for k in ('l', 'm', 'n')}",2
"Extract subset of key value pair for keys 'l', 'm', 'n' from `bigdict` in python 3","{k: bigdict[k] for k in ('l', 'm', 'n')}",2
remove all square brackets from string 'abcd[e]yth[ac]ytwec',"re.sub('\\[.*?\\]', '', 'abcd[e]yth[ac]ytwec')",1
find all substrings in string `mystring` composed only of letters `a` and `b` where each `a` is directly preceded and succeeded by `b`,"re.findall('\\b(?:b+a)+b+\\b', mystring)",5
convert list `lst` of tuples of floats to list `str_list` of tuples of strings of floats in scientific notation with eight decimal point precision,str_list = [tuple('{0:.8e}'.format(flt) for flt in sublist) for sublist in lst],5
convert list of sublists `lst` of floats to a list of sublists `str_list` of strings of integers in scientific notation with 8 decimal points,str_list = [['{0:.8e}'.format(flt) for flt in sublist] for sublist in lst],5
Create a tuple `t` containing first element of each tuple in list `s`,t = tuple(x[0] for x in s),5
obtain the current day of the week in a 3 letter format from a datetime object,datetime.datetime.now().strftime('%a'),1
get the ASCII value of a character 'a' as an int,ord('a'),0
get the ASCII value of a character u'あ' as an int,ord('\u3042'),0
get the ASCII value of a character as an int,ord(),0
create a list containing the digits values from binary string `x` as elements,[int(d) for d in str(bin(x))[2:]],5
get the max string length in list `i`,max(len(word) for word in i),0
get the maximum string length in nested list `i`,"len(max(i, key=len))",0
sort list `mylist` alphabetically,mylist.sort(key=lambda x: x.lower()),4
sort list `mylist` in alphabetical order,mylist.sort(key=str.lower),4
sort a list of strings 'mylist'.,mylist.sort(),4
sort a list of strings `list`,list.sort(),4
remove first word in string `s`,"s.split(' ', 1)[1]",1
split list `l` into `n` sized lists,"[l[i:i + n] for i in range(0, len(l), n)]",5
split a list `l` into evenly sized chunks `n`,"[l[i:i + n] for i in range(0, len(l), n)]",5
"remove all non -word, -whitespace, or -apostrophe characters from string `doesn't this mean it -technically- works?`","re.sub(""[^\\w' ]"", '', ""doesn't this mean it -technically- works?"")",1
find all digits between two characters `\xab` and `\xbb`in a string `text`,"(re.findall('\\d+', '\n'.join(re.findall('\xab([\\s\\S]*?)\xbb', text))))",5
Encode each value to 'UTF8' in the list `EmployeeList`,[x.encode('UTF8') for x in EmployeeList],5
generate a list of consecutive integers from 0 to 8,list(range(9)),5
convert list `myintegers` into a unicode string,""""""""""""".join(chr(i) for i in myintegers)",1
Remove the string value `item` from a list of strings `my_sequence`,[item for item in my_sequence if item != 'item'],5
randomly select an item from list `foo`,random.choice(foo),8
"check if all of the following items in list `['a', 'b']` are in a list `['a', 'b', 'c']`","set(['a', 'b']).issubset(['a', 'b', 'c'])",6
"Check if all the items in a list `['a', 'b']` exists in another list `l`","set(['a', 'b']).issubset(set(l))",6
to convert a list of tuples `list_of_tuples` into list of lists,[list(t) for t in zip(*list_of_tuples)],5
group a list `list_of_tuples` of tuples by values,zip(*list_of_tuples),5
"Split string with comma (,) and remove whitespace from a string 'my_string'","[item.strip() for item in my_string.split(',')]",5
convert a set of tuples `queryresult` to a string `emaillist`,emaillist = '\n'.join(item[0] for item in queryresult),1
convert a set of tuples `queryresult` to a list of strings,[item[0] for item in queryresult],5
convert a list of tuples `queryresult` to a string from the first indexes.,emaillist = '\n'.join([item[0] for item in queryresult]),1
Initialize a list `a` with `10000` items and each item's value `0`,a = [0] * 10000,5
Keep only unique words in list of words `words` and join into string,"(' '.join(sorted(set(words), key=words.index)))",1
generate 6 random numbers between 1 and 50,"random.sample(range(1, 50), 6)",5
generate six unique random numbers in the range of 1 to 49.,"random.sample(range(1, 50), 6)",5
lowercase keys and values in dictionary `{'My Key': 'My Value'}`,"{k.lower(): v.lower() for k, v in list({'My Key': 'My Value'}.items())}",2
lowercase all keys and values in dictionary `{'My Key': 'My Value'}`,"dict((k.lower(), v) for k, v in {'My Key': 'My Value'}.items())",2
"Convert each key,value pair in a dictionary `{'My Key': 'My Value'}` to lowercase","dict((k.lower(), v.lower()) for k, v in {'My Key': 'My Value'}.items())",2
sorting the lists in list of lists `data`,[sorted(item) for item in data],5
sort 2d array `matrix` by row with index 1,"sorted(matrix, key=itemgetter(1))",5
Get all indexes of a letter `e` from a string `word`,"[index for index, letter in enumerate(word) if letter == 'e']",5
split string 'abcdefg' into a list of characters,"re.findall('\\w', 'abcdefg')",5
"split string ""a;bcd,ef g"" on delimiters ';' and ','","""""""a;bcd,ef g"""""".replace(';', ' ').replace(',', ' ').split()",5
get a list each value `i` in the implicit tuple `range(3)`,list(i for i in range(3)),5
flatten a tuple `l`,"[(a, b, c) for a, (b, c) in l]",5
convert 3652458 to string represent a 32bit hex number,"""""""0x{0:08X}"""""".format(3652458)",1
convert a python dictionary `d` to a list of tuples,"[(v, k) for k, v in list(d.items())]",5
convert dictionary of pairs `d` to a list of tuples,"[(v, k) for k, v in d.items()]",5
convert python 2 dictionary `a` to a list of tuples where the value is the first tuple element and the key is the second tuple element,"[(v, k) for k, v in a.items()]",5
convert a python dictionary 'a' to a list of tuples,"[(k, v) for k, v in a.items()]",5
"convert a list of hex byte strings `['BB', 'A7', 'F6', '9E']` to a list of hex integers","[int(x, 16) for x in ['BB', 'A7', 'F6', '9E']]",5
convert the elements of list `L` from hex byte strings to hex integers,"[int(x, 16) for x in L]",5
create a list containing a four elements long tuples of permutations of binary values,"itertools.product(list(range(2)), repeat=4)",5
get yesterday's date as a string in `YYYY-MM-DD` format using timedelta,(datetime.now() - timedelta(1)).strftime('%Y-%m-%d'),1
"get a list of tuples of every three consecutive items in list `[1, 2, 3, 4, 5, 6, 7, 8, 9]`","list(zip(*((iter([1, 2, 3, 4, 5, 6, 7, 8, 9]),) * 3)))",5
Slicing a list into a list of sub-lists,"[input[i:i + n] for i in range(0, len(input), n)]",5
Sort list `keys` based on its elements' dot-seperated numbers,"keys.sort(key=lambda x: map(int, x.split('.')))",4
Sort a list of integers `keys` where each value is in string format,keys.sort(key=lambda x: [int(y) for y in x.split('.')]),4
remove all non-alphabet chars from string `s`,""""""""""""".join([i for i in s if i.isalpha()])",1
split a string `s` into integers,l = (int(x) for x in s.split()),5
split a string `42 0` by white spaces.,"""""""42 0"""""".split()",5
How to split a string into integers in Python?,"map(int, '42 0'.split())",5
get indexes of all true boolean values from a list `bool_list`,"[i for i, elem in enumerate(bool_list, 1) if elem]",5
display current time in readable format,"time.strftime('%l:%M%p %z on %b %d, %Y')",1
"append array of strings `['x', 'x', 'x']` into one string",""""""""""""".join(['x', 'x', 'x'])",1
"removing duplicate characters from a string variable ""foo""",""""""""""""".join(set(foo))",1
sort list `users` using values associated with key 'id' according to elements in list `order`,users.sort(key=lambda x: order.index(x['id'])),4
sort a python list of dictionaries `users` by a given list `order` of ids 'id' with the desired order,users.sort(key=lambda x: order.index(x['id'])),4
match regex pattern 'a*?bc*?' on string 'aabcc' with DOTALL enabled,"re.findall('a*?bc*?', 'aabcc', re.DOTALL)",5
"count number of occurrences of a substring 'ab' in a string ""abcdabcva""","""""""abcdabcva"""""".count('ab')",0
get a list of values with key 'key' from a list of dictionaries `l`,[d['key'] for d in l if 'key' in d],5
get a list of values for key 'key' from a list of dictionaries `l`,[d['key'] for d in l],5
"get a list of values for key ""key"" from a list of dictionaries in `l`",[d['key'] for d in l],5
order a list of lists `l1` by the first value,l1.sort(key=lambda x: int(x[0])),4
"order a list of lists `[[1, 'mike'], [1, 'bob']]` by the first value of individual list","sorted([[1, 'mike'], [1, 'bob']])",5
replace a string `Abc` in case sensitive way using maketrans,"""""""Abc"""""".translate(maketrans('abcABC', 'defDEF'))",1
"dictionary `d` to string, custom format","""""""<br/>"""""".join([('%s:: %s' % (key, value)) for key, value in list(d.items())])",1
update a list `l1` dictionaries with a key `count` and value from list `l2`,"[dict(d, count=n) for d, n in zip(l1, l2)]",5
create a list with the sum of respective elements of the tuples of list `l`,[sum(x) for x in zip(*l)],5
sum each value in a list `l` of tuples,"map(sum, zip(*l))",5
Convert each list in list `main_list` into a tuple,"map(list, zip(*main_list))",5
"check if string `test.mp3` ends with one of the strings from a tuple `('.mp3', '.avi')`","""""""test.mp3"""""".endswith(('.mp3', '.avi'))",6
split a string 's' by space while ignoring spaces within square braces and quotes.,"re.findall('\\[[^\\]]*\\]|""[^""]*""|\\S+', s)",5
get all characters between two `$` characters in string `string`,"re.findall('\\$([^$]*)\\$', string)",5
getting the string between 2 '$' characters in '$sin (x)$ is an function of x',"re.findall('\\$(.*?)\\$', '$sin (x)$ is an function of x')",5
Format a date object `str_date` into iso fomrat,"datetime.datetime.strptime(str_date, '%m/%d/%Y').date().isoformat()",1
Get a list of all keys from dictionary `dictA` where the number of occurrences of value `duck` in that key is more than `1`,"[k for k, v in dictA.items() if v.count('duck') > 1]",5
"Create sub matrix of a list of lists `[[2, 3, 4], [2, 3, 4], [2, 3, 4]]` (without numpy)","[[2, 3, 4], [2, 3, 4], [2, 3, 4]]",5
read the first line of a string `my_string`,my_string.splitlines()[0],1
How do I read the first line of a string?,"my_string.split('\n', 1)[0]",1
Replace repeated instances of a character '*' with a single instance in a string 'text',"re.sub('\\*\\*+', '*', text)",1
"replace repeated instances of ""*"" with a single instance of ""*""","re.sub('\\*+', '*', text)",1
multiply values of dictionary `dict` with their respective values in dictionary `dict2`,"dict((k, v * dict2[k]) for k, v in list(dict1.items()) if k in dict2)",2
Get a random string of length `length`,return ''.join(random.choice(string.lowercase) for i in range(length)),1
Get total number of values in a nested dictionary `food_colors`,sum(len(x) for x in list(food_colors.values())),0
count all elements in a nested dictionary `food_colors`,sum(len(v) for v in food_colors.values()),0
apply logical operator 'AND' to all elements in list `a_list`,all(a_list),6
removing vowel characters 'aeiouAEIOU' from string `text`,""""""""""""".join(c for c in text if c not in 'aeiouAEIOU')",1
Divide elements in list `a` from elements at the same index in list `b`,"[(x / y) for x, y in zip(a, b)]",5
match regex 'abc(de)fg(123)' on string 'abcdefg123 and again abcdefg123',"re.findall('abc(de)fg(123)', 'abcdefg123 and again abcdefg123')",5
get keys of dictionary `my_dict` that contain any values from list `lst`,"[key for key, value in list(my_dict.items()) if set(value).intersection(lst)]",5
get list of keys in dictionary `my_dict` whose values contain values from list `lst`,"[key for item in lst for key, value in list(my_dict.items()) if item in value]",5
Sum elements of tuple `b` to their respective elements of each tuple in list `a`,"c = [[(i + j) for i, j in zip(e, b)] for e in a]",5
sort dictionary of lists `myDict` by the third item in each list,"sorted(list(myDict.items()), key=lambda e: e[1][2])",5
"Format string `hello {name}, how are you {name}, welcome {name}` to be interspersed by `name` three times, specifying the value as `john` only once","""""""hello {name}, how are you {name}, welcome {name}"""""".format(name='john')",1
check if any values in a list `input_list` is a list,"any(isinstance(el, list) for el in input_list)",6
get the size of list `items`,len(items),0
"get the size of a list `[1,2,3]`","len([1, 2, 3])",0
get the size of object `items`,items.__len__(),0
get the size of list `s`,len(s),0
"check if string 'x' is  in list `['x', 'd', 'a', 's', 'd', 's']`","'x' in ['x', 'd', 'a', 's', 'd', 's']",6
"Delete an item with key ""key"" from `mydict`","mydict.pop('key', None)",4
Delete an item with key `key` from `mydict`,del mydict[key],4
strip html from strings,"re.sub('<[^<]+?>', '', text)",1
"split string ""jvm.args= -Dappdynamics.com=true, -Dsomeotherparam=false,"" on the first occurrence of delimiter '='","""""""jvm.args= -Dappdynamics.com=true, -Dsomeotherparam=false,"""""".split('=', 1)",5
print numbers in list `list` with precision of 3 decimal places,"('[%s]' % ', '.join('%.3f' % val for val in list))",1
format print output of list of floats `l` to print only up to 3 decimal points,"('[' + ', '.join('%5.3f' % v for v in l) + ']')",1
print a list of floating numbers `l` using string formatting,([('%5.3f' % val) for val in l]),5
print a unicode string `text`,(text.encode('windows-1252')),1
convert string representation `s2` of binary string rep of integer to floating point number,"struct.unpack('d', struct.pack('Q', int(s2, 0)))[0]",0
convert a binary '-0b1110' to a float number,"float(int('-0b1110', 0))",0
convert a binary `b8` to a float number,"struct.unpack('d', b8)[0]",0
strip and split each line `line` on white spaces,line.strip().split(' '),5
sort dictionary `tag_weight` in reverse order by values cast to integers,"sorted(list(tag_weight.items()), key=lambda x: int(x[1]), reverse=True)",5
find the largest integer less than `x`,int(math.ceil(x)) - 1,0
iterate over a dictionary `d` in sorted order,it = iter(sorted(d.items())),5
iterate over a dictionary `dict` in sorted order,return sorted(dict.items()),5
iterate over a dictionary `dict` in sorted order,return iter(sorted(dict.items())),5
